link,cena,kategorija,transakcija,grad,opstina,kvadratura,godinaizgradnje,stanjenekretnine,povrsinazemljista,ukupanbrojspratova,spratnost,uknjizeno,tipgrejanja,brsoba,brkupatila,parking,lift,terasa,lodja,balkon,sigurnost,id,udaljenost_od_centra
https://www.nekretnine.rs/stambeni-objekti/stanovi/svetao-prostran-trosoban-stan-u-zemunu-id6529/NkErXzicPhv/,80000,Stan,Prodaja,Beograd,"Zemun (Meandri)",88,NULL,"Izvorno stanje",NULL,6,6,1,"Centralno grejanje",3,1,0,1,0,0,0,1,13548,8.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/dorcol-mike-alasa-46m2-id2936/Nkrl5LmPNK2/,80500,Stan,Prodaja,Beograd,"Donji Dorćol",46,NULL,"Standardna gradnja",NULL,6,0,1,"Etažno grejanje na gas",2,1,0,0,0,0,0,0,13563,1.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/dimitrija-tucovica-gradska-bolnica-zvezdara-id1311/NkvOIhD5i1i/,80500,Stan,Prodaja,Beograd,"Gradska bolnica",41.2,2021,Novogradnja,NULL,7,3,1,"Centralno grejanje",2,1,0,1,0,0,1,1,13564,3.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/fontana-4612m2-ix-cg-uk-id74189/NkiyCdxP9Pd/,80800,Stan,Prodaja,Beograd,"Novi Beograd Blok 1 (Fontana)",46,NULL,"Standardna gradnja",NULL,9,9,1,"Centralno grejanje",2,1,0,1,1,0,0,0,13566,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/ostoje-zivkovica-centar-zemun-id1328/Nk3lb0D6Ofm/,80800,Stan,Prodaja,Beograd,"Zemun (Centar)",60,NULL,"Standardna gradnja",NULL,4,-1,1,Ostalo,3,1,1,0,0,0,0,0,13567,5.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-novi-grad-60m2-pr-ta-uk-id73467/Nkupg9uxMIH/,80800,Stan,Prodaja,Beograd,"Zemun (Novi Grad)",60,NULL,"Izvorno stanje",NULL,4,-1,1,"TA peć",3,1,1,0,0,0,0,0,13568,9.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-uknjizen-prvi-sprat-id2738100/NkojCN4CF5d/,81000,Stan,Prodaja,Beograd,"Braće Jerković",46,NULL,Novogradnja,NULL,5,1,1,"Klima uređaj, Etažno grejanje na gas",2,1,0,0,1,0,0,1,13573,6.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-politika-05-id12860/NkTsMWlw3SV/,81000,Stan,Prodaja,Beograd,"Centar (uži)",28,NULL,"Izvorno stanje",NULL,6,2,1,"Centralno grejanje",1,1,0,1,0,0,0,0,13574,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-sime-solaje-46m2-novogradnja-id30290/NkihTN2I6sU/,81000,Stan,Prodaja,Beograd,Karaburma,46,NULL,"Standardna gradnja",NULL,5,2,0,"Etažno grejanje na gas",2,1,0,1,1,0,0,1,13575,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-46m2-ii-eg-uknj/Nk9N_E2T3SF/,81000,Stan,Prodaja,Beograd,Karaburma,46,2021,"U izgradnji",NULL,6,2,1,Ostalo,2,NULL,0,1,1,0,0,1,13576,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-50m2-15-iii-cg-uknjizen-81000-eur-id2062/NkcAvxaJrFX/,81000,Stan,Prodaja,Beograd,"Mirijevo I",50,NULL,"Standardna gradnja",NULL,6,3,0,"Centralno grejanje",2,1,0,0,0,0,0,0,13577,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/matice-srpske-mirijevo-zvezdara-id1436/NkKSLkB0SlN/,81000,Stan,Prodaja,Beograd,"Mirijevo I",50,1920,"Standardna gradnja",NULL,6,3,1,"Centralno grejanje",2,1,0,1,0,1,0,1,13578,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/60m2-l-mirijevo-stan/NkKJG7Iq7ZD/,81000,Stan,Prodaja,Beograd,"Mirijevo I",60,2017,Novogradnja,NULL,4,2,1,Ostalo,3,NULL,0,1,0,1,0,1,13579,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-majke-jevrosime-id2653/Nk4ckVhv6FT/,81000,Stan,Prodaja,Beograd,"Stari Grad",28,NULL,"Izvorno stanje",NULL,4,3,1,"Centralno grejanje",1,1,1,1,0,0,0,1,13580,0.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/bjerkovic-78m2-vii-cg-uknj/NkHBGY40KNe/,81000,Stan,Prodaja,Beograd,"Veljko Vlahović",78,1996,"Standardna gradnja",NULL,8,7,1,"Centralno grejanje",3,NULL,0,1,0,1,0,0,13581,7
https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-vojvode-stepe-vojvode-stepe-20-50m2-81000eur/NkK_r4UjERS/,81000,Stan,Prodaja,Beograd,Voždovac,50,NULL,"Standardna gradnja",NULL,NULL,1,1,"Centralno grejanje",2,NULL,1,1,0,0,0,0,13582,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-medakovic-medakoviceva-40-91m2-81000eur/NkBxKIoP6yJ/,81000,Stan,Prodaja,Beograd,Voždovac,91,1972,"Izvorno stanje",NULL,3,0,1,"Etažno grejanje na gas",4,NULL,1,0,0,0,0,0,13583,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-denkova-basta-petra-skundrica-15-36m2-81000eur/NkmBkD7f6JL/,81000,Stan,Prodaja,Beograd,Zvezdara,36,2008,"Standardna gradnja",NULL,3,2,1,"Klima uređaj, Etažno grejanje na gas",2,NULL,1,0,1,0,0,0,13584,7.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-kaluderica-smederevski-put-25-73m2-81300eur/NkovzDjN7OA/,81300,Stan,Prodaja,Beograd,Kaluđerica,73,NULL,Novogradnja,NULL,4,4,0,"Etažno grejanje na gas",3,NULL,0,0,1,0,0,0,13589,10.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-trosoban-stan-karaburma-id2336/NklHG4826rg/,81500,Stan,Prodaja,Beograd,Karaburma,57,NULL,"Izvorno stanje",NULL,9,7,1,"Centralno grejanje",3,1,0,1,1,0,0,1,13592,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/84m2-kumodraz-stan/NkpKeMh03l3/,81500,Stan,Prodaja,Beograd,"Kumodraž I",84,2013,Novogradnja,NULL,2,2,1,Ostalo,3,NULL,1,0,0,0,0,1,13593,9.9
https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-banjica-pijaca-20-id7793/NkCgYhUSa5T/,81600,Stan,Prodaja,Beograd,Banjica,56,NULL,"Standardna gradnja",NULL,NULL,0,1,"Centralno grejanje",2,1,0,0,0,0,0,0,13600,6.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/dimitrija-tucovica-gradska-bolnica-zvezdara-id1314/NkC8gEjAWxp/,81700,Stan,Prodaja,Beograd,"Gradska bolnica",37.95,2021,Novogradnja,NULL,7,4,1,"Centralno grejanje",2,1,0,1,0,0,1,1,13602,3.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/dimitrija-tucovica-gradska-bolnica-zvezdara-id1319/Nk2MLBO7E4s/,81700,Stan,Prodaja,Beograd,"Gradska bolnica",37.95,2021,Novogradnja,NULL,7,6,1,"Centralno grejanje",2,1,0,1,0,0,1,1,13603,3.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-dvoiposoban-stan-u-novom-stambenom-kompleksu-kod-crkve-na-ledinama/Nk4EkYTGPae/,81700,Stan,Prodaja,Beograd,Ledine,61,2021,Novogradnja,NULL,2,0,1,"Etažno grejanje na struju",3,1,1,0,1,0,0,4,13604,10.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-40m2-15-pr-novogradnja-81700e-sa-pdv-om-id1939/NkAzvUA655V/,81700,Stan,Prodaja,Beograd,"Severni bulevar",40,2020,Novogradnja,NULL,4,-1,0,"Etažno grejanje na gas",2,1,0,1,0,0,0,0,13605,3.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/bez-provizije-za-kupca-novogradnja-na-zvezdari/NkCIedBkv0k/,81700,Stan,Prodaja,Beograd,"Severni bulevar",40,2021,Novogradnja,NULL,4,1,0,Ostalo,2,NULL,0,1,1,0,0,1,13606,3.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-na-zvezdari-bez-provizije/NkZzVLEnkIz/,81700,Stan,Prodaja,Beograd,Zvezdara,40,NULL,Novogradnja,NULL,4,0,1,"Centralno grejanje",3,1,1,1,1,0,0,1,13607,7.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/svetao-stan-na-odlicnoj-lokaciji-id107937/NkMV3MPQ2fw/,81900,Stan,Prodaja,Beograd,"Novi Beograd Blok 1 (Fontana)",41,NULL,"Standardna gradnja",NULL,4,0,0,"Centralno grejanje",2,1,0,0,0,0,0,0,13610,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/35-stan-troetaznip1pk-borca-1-id1159/NkDMK8wISPm/,82000,Stan,Prodaja,Beograd,"Borča I",91,2018,Novogradnja,NULL,2,-1,0,"Etažno grejanje na gas",4,1,1,0,1,0,0,1,13631,18.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-za-svaku-preporuku-id106553/Nktgjbw5ocj/,82000,Stan,Prodaja,Beograd,"Braće Jerković",43,NULL,"Standardna gradnja",NULL,NULL,-1,1,"Etažno grejanje na gas",2,1,0,0,1,0,0,0,13632,6.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-sarajevska-id2430/NkLVMIXt1Hs/,82000,Stan,Prodaja,Beograd,"Centar (uži)",32,NULL,"Izvorno stanje",NULL,6,3,1,"Centralno grejanje",2,1,0,1,1,0,0,1,13633,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-kompletno-renoviran-potpuno-namesten-lux-stan-u-centru-beograda/NkzRRmBppMv/,82000,Stan,Prodaja,Beograd,"Đeram pijaca",40,1965,"Kompletna rekonstrukcija",NULL,2,1,1,"TA peć, Klima uređaj",2,1,1,0,0,0,0,0,13634,2.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/svetozara-papica-galenika-zemun-id1395/Nk7mg4Fbhen/,82000,Stan,Prodaja,Beograd,Galenika,70,NULL,"Standardna gradnja",NULL,4,4,1,"TA peć",4,2,0,0,0,1,0,1,13635,10.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/kalemegdan-cara-urosa-27m2-id3036/NkPhK4384PK/,82000,Stan,Prodaja,Beograd,Kalemegdan,27,NULL,"Standardna gradnja",NULL,6,5,1,"Centralno grejanje",2,1,0,1,0,0,0,0,13636,1.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/kalenic-pijaca-60m2-npr-ta-uk-id72823/NkU4rBILtLt/,82000,Stan,Prodaja,Beograd,"Kalenić pijaca",60,NULL,"Izvorno stanje",NULL,3,-1,1,"TA peć",3,2,0,0,0,0,0,0,13637,2
https://www.nekretnine.rs/stambeni-objekti/stanovi/ledine-oplenacka-30-id1885/NkTa_62zQK-/,82000,Stan,Prodaja,Beograd,Ledine,63,NULL,"Standardna gradnja",NULL,2,2,0,"Etažno grejanje na gas",3,1,1,0,1,0,0,1,13638,10.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/lekino-brdo-vidska-812-id812/Nk2_ULVsHcT/,82000,Stan,Prodaja,Beograd,"Lekino brdo",43,1975,"Standardna gradnja",NULL,5,3,1,"Centralno grejanje, Klima uređaj",2,1,0,0,1,0,0,1,13639,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-dvoiposoban-stan-na-miljakovcu-id6999/NkMzUekPozP/,82000,Stan,Prodaja,Beograd,"Miljakovac I",61,NULL,"Izvorno stanje",NULL,6,-1,1,"Centralno grejanje",3,1,0,1,0,1,0,1,13640,8.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/miljakovac-nikole-marakovica-61m2-mereno-72m2-id2889/Nk712NWOtFZ/,82000,Stan,Prodaja,Beograd,"Miljakovac I",61,NULL,"Standardna gradnja",NULL,5,1,1,"Centralno grejanje",3,1,0,1,1,0,0,0,13641,8.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-25-stan-na-miljakovcu-id2241/NkfF1LybXkx/,82000,Stan,Prodaja,Beograd,"Miljakovac I",70,NULL,"Izvorno stanje",NULL,5,1,1,"Centralno grejanje",3,1,1,1,1,0,0,1,13642,8.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-odlicnoj-lokaciji-id108096/NkTdTTCnBE4/,82000,Stan,Prodaja,Beograd,"Miljakovac I",70,NULL,"Standardna gradnja",NULL,5,0,1,"Centralno grejanje",3,1,0,0,0,0,0,0,13643,8.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-60m2-viii-cg-uk-id74207/NkxSP4LVS-E/,82000,Stan,Prodaja,Beograd,"Mirijevo I",60,NULL,"Izvorno stanje",NULL,8,8,1,"Centralno grejanje",2,1,0,1,0,0,0,0,13644,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/opstina-novi-beograd-omladinskih-brigada-odlican-15-stan-41m2/NkQmN9VozOW/,82000,Stan,Prodaja,Beograd,"Novi Beograd Blok 1 (Fontana)",41,NULL,NULL,NULL,13,8,1,"Centralno grejanje",NULL,1,0,1,0,0,0,0,13645,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-fontana-10-id12046/Nkei-U0wLSP/,82000,Stan,Prodaja,Beograd,"Novi Beograd Blok 1 (Fontana)",41,NULL,"Standardna gradnja",NULL,5,-1,0,"Centralno grejanje",1,1,1,0,0,0,0,0,13646,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-merkator-otona-zupancica-id2636/Nk6A5IGcmmH/,82000,Stan,Prodaja,Beograd,"Novi Beograd Blok 1 (Fontana)",46,NULL,"Standardna gradnja",NULL,6,3,1,"Centralno grejanje, Klima uređaj",1,1,0,1,1,0,0,1,13647,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/rakovica-miljakovac-nikole-marakovica-25-72m2-82000eur/Nk8uzl3Z7eu/,82000,Stan,Prodaja,Beograd,Rakovica,72,NULL,"Izvorno stanje",NULL,5,1,1,"Centralno grejanje, Klima uređaj",3,NULL,1,1,1,0,0,0,13648,12.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/15-stan-na-top-lokaciji-adaptibilan-u-20-id110782/NkZ-6B_jKeW/,82000,Stan,Prodaja,Beograd,Vidikovac,53,NULL,"Standardna gradnja",NULL,11,11,1,"Centralno grejanje",2,1,0,0,0,0,0,0,13649,1.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-zarkovo-zmajevacka-25-87m2-82000eur/NkSlp1xe8zp/,82000,Stan,Prodaja,Beograd,Žarkovo,87,NULL,"Izvorno stanje",NULL,5,4,0,"Centralno grejanje, Klima uređaj",3,NULL,1,1,1,0,0,0,13650,8.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-ugrinovacka-bosanska-25-64m2-82000eur/NkrQ-A_UsQz/,82000,Stan,Prodaja,Beograd,"Zemun (Gornji grad)",64,NULL,Novogradnja,NULL,2,2,0,"Klima uređaj, Etažno grejanje na gas",3,NULL,1,0,1,0,0,0,13651,9.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-zemun-polje-andrije-habusa-30-56m2-82000eur/NkARR1te0vU/,82000,Stan,Prodaja,Beograd,"Zemun Polje",56,NULL,"Izvorno stanje",NULL,NULL,1,1,"Etažno grejanje na gas",3,NULL,1,0,1,0,0,0,13652,14.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/gradnja-vrhunskog-kvaliteta-id108245/Nk3asYwTXQ2/,82024,Stan,Prodaja,Beograd,"Crveni krst",38,NULL,"U izgradnji",NULL,6,-1,0,"Centralno grejanje",2,1,0,0,0,0,0,0,13660,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novogradnja-cara-dusana-817-id817/NkmVuP0xrBt/,82150,Stan,Prodaja,Beograd,"Zemun (Gornji grad)",53,2018,Novogradnja,NULL,2,1,1,"Klima uređaj, Podno grejanje",2,1,0,0,1,0,0,1,13663,9.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/novogradnja-zvezdara-bez-provizije/Nkgj9VREvb4/,82213,Stan,Prodaja,Beograd,Olimp,43,2022,Novogradnja,NULL,3,1,0,"Centralno grejanje",2,NULL,1,1,0,0,0,1,13672,4.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/funkcionalan-jednoiposoban-stan-u-denkovoj-basti-id6984/NkCnYc48Ujj/,82500,Stan,Prodaja,Beograd,"Denkova bašta",36,2010,"Standardna gradnja",NULL,3,2,1,"Etažno grejanje na gas",2,1,1,0,1,0,0,1,13701,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-cubura-nikolaja-hartviga-15-42m2-82500eur/NkoHpY9Mez0/,82500,Stan,Prodaja,Beograd,"Vračar (Centar)",42,1936,"Izvorno stanje",NULL,1,0,1,"Klima uređaj, Etažno grejanje na gas",2,NULL,0,0,0,0,0,0,13702,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-stan-20-55m2-beograd-zvezdara-voje-veljkovica-82500eurpdv10-id1131/NkF5p93PmkN/,82500,Stan,Prodaja,Beograd,"Zeleno Brdo",55,NULL,"U izgradnji",NULL,4,1,1,"Klima uređaj, Ostalo",1,1,0,0,1,0,0,2,13703,5.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-trosoban-duplex-na-miljakovcu-id6894/NkhyzzCN5nK/,82800,Stan,Prodaja,Beograd,"Miljakovac I",92,NULL,"Izvorno stanje",NULL,6,5,0,"Centralno grejanje",3,1,0,1,0,1,0,1,13716,8.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-mozerova-41m2-i-eg-uknj/NkQvgIzw5T6/,82900,Stan,Prodaja,Beograd,"Zemun (Kalvarija)",41,NULL,"Standardna gradnja",NULL,1,1,1,Ostalo,2,NULL,0,0,1,0,0,1,13717,6.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-bele-vode-cvecarska-55m2-cvecarska/Nkm5FV90Nbj/,83000,Stan,Prodaja,Beograd,"Bele vode",55,NULL,"Standardna gradnja",NULL,4,3,1,"Centralno grejanje",2,NULL,1,0,1,0,0,1,13743,9.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-bele-vode-30-55m2-terasa-parking-uknjizen-id1207/Nk09wkWeltz/,83000,Stan,Prodaja,Beograd,"Bele vode",55.44,2008,Novogradnja,NULL,3,1,1,"Klima uređaj, Etažno grejanje na gas",3,1,0,0,1,0,0,1,13744,9.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-cerak-partizanske-vode-3006-id3006/NkTfBvQCkJg/,83000,Stan,Prodaja,Beograd,Cerak,77,NULL,"Standardna gradnja",NULL,8,7,1,NULL,3,1,1,1,1,1,0,1,13745,9.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/dusanovac-51m2-v-cg-uk-id74184/NkfjjPu6s-Z/,83000,Stan,Prodaja,Beograd,Dušanovac,51,NULL,"Standardna gradnja",NULL,5,5,1,"Centralno grejanje",2,1,0,1,1,0,0,0,13746,4.4
https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-57m2-ii-ta-uk-id74333/NkwJ7uk7fNH/,83000,Stan,Prodaja,Beograd,Karaburma,57,NULL,"Standardna gradnja",NULL,4,2,1,"TA peć",3,1,0,0,1,1,0,0,13747,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-odlicnoj-lokaciji-id110394/NkBNgloeol1/,83000,Stan,Prodaja,Beograd,Karaburma,66,NULL,"Standardna gradnja",NULL,4,1,0,"TA peć",3,1,0,0,0,0,0,0,13748,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-mirijevo-mirijevsko-brdo-30-89m2-83000eur/NkH-v8Th5bM/,83000,Stan,Prodaja,Beograd,"Mirijevo I",89,NULL,Novogradnja,NULL,4,0,0,"Klima uređaj, Ostalo",3,NULL,0,0,1,0,0,0,13749,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-namesten-odmah-useljiv-stan/NkSuenQa8tB/,83000,Stan,Prodaja,Beograd,"Novi Beograd Blok 62",45,NULL,"Standardna gradnja",NULL,8,6,1,"Centralno grejanje",1,1,1,1,0,1,0,2,13750,7.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-vukov-spomenik-kneza-danila-57m2-kneza-danila/NkXt9R01QZQ/,83000,Stan,Prodaja,Beograd,Palilula,57,NULL,"Standardna gradnja",NULL,4,0,1,"Klima uređaj, Ostalo",2,NULL,0,0,0,0,0,1,13751,23.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizen-stan-petlovo-brdo-mrakovicka-25-cg-35-potpuno-renoviran/NkxqJ2DLkRu/,83000,Stan,Prodaja,Beograd,"Petlovo brdo",67,NULL,"Kompletna rekonstrukcija",NULL,5,3,1,"Centralno grejanje",2.5,1,1,0,1,0,0,2,13752,12.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-bajloni-pijaca-odlican-id1208/Nk8h5XA62Fh/,83000,Stan,Prodaja,Beograd,"Stari Grad",40,1950,"Standardna gradnja",NULL,4,2,1,NULL,2,1,0,0,0,1,0,1,13753,0.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-u-atraktivnom-delu-visnjice-id104688/NkzZR6bIdDS/,83000,Stan,Prodaja,Beograd,Višnjica,91,NULL,"Standardna gradnja",NULL,4,4,1,"Centralno grejanje",4,1,0,0,1,1,0,0,13754,7.7
https://www.nekretnine.rs/stambeni-objekti/stanovi/funkcionalan-dvosoban-stan-u-zarkovu-id6877/Nk0ePfksO6O/,83000,Stan,Prodaja,Beograd,Žarkovo,55,NULL,"Izvorno stanje",NULL,2,1,1,"Etažno grejanje na gas",2,1,0,0,1,0,0,1,13755,8.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/20-stan-na-odlicnoj-lokaciji-id111555/NkXF2WFESAv/,83000,Stan,Prodaja,Beograd,Žarkovo,67,NULL,"Standardna gradnja",NULL,4,1,0,"Etažno grejanje na gas",2,1,0,0,1,0,0,0,13756,8.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-zarkovo-mladenovacka-40-75m2-83000eur/NkpUvI8-FX5/,83000,Stan,Prodaja,Beograd,Žarkovo,75,2003,Novogradnja,NULL,4,4,0,NULL,4,NULL,0,0,1,0,0,0,13757,8.1
https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-trosarina-joakima-rakovca-20-38m2-83200eur/NkN5Qix44GM/,83200,Stan,Prodaja,Beograd,Voždovac,38,2021,"U izgradnji",NULL,3,0,0,"Klima uređaj",2,NULL,1,1,1,0,0,0,13761,4.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/duplex-u-novijoj-zgradi-id99644/Nk2wd0UunsE/,83400,Stan,Prodaja,Beograd,"Lekino brdo",56,NULL,"Standardna gradnja",NULL,3,-1,1,"Etažno grejanje na gas",3,1,0,0,0,0,0,0,13762,4.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-dvoiposoban-stan-na-novoj-galenici-id6867/NkDV5RZ8KMB/,83500,Stan,Prodaja,Beograd,"Zemun (Nova Galenika)",65,NULL,"Izvorno stanje",NULL,11,6,1,"Centralno grejanje",3,1,0,1,0,1,0,1,13770,10.3
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-crveni-krst-10-42m2-83580eur/Nkpp7BG5K-y/,83580,Stan,Prodaja,Beograd,"Vračar (Centar)",42,2021,"U izgradnji",NULL,7,7,0,NULL,1,NULL,1,1,1,0,0,0,13775,2.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/lazara-kujundzica-banovo-brdo-cukarica-beograd-38m2/NkB1ny4xuEQ/,83600,Stan,Prodaja,Beograd,"Banovo brdo",38,2021,"U izgradnji",NULL,4,1,0,"Etažno grejanje na gas",2,1,0,1,1,0,0,0,13777,6
https://www.nekretnine.rs/stambeni-objekti/stanovi/lep-ocuvan-35-stan-id103420/NklGIwJpZcn/,83600,Stan,Prodaja,Beograd,"Institut za majku i dete",88,NULL,"Standardna gradnja",NULL,6,6,0,"Centralno grejanje",4,1,0,0,0,0,0,0,13778,5.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-stari-merkator-id2291/Nk3meUBcy_e/,83900,Stan,Prodaja,Beograd,"Novi Beograd Blok 11c (Stari Merkator)",36,NULL,"Izvorno stanje",NULL,7,1,1,"Centralno grejanje",1,1,1,1,0,0,0,1,13782,4.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-visnjicka-52m2-bogoslovija/NkW9_bax5nz/,84000,Stan,Prodaja,Beograd,Bogoslovija,52,NULL,Novogradnja,NULL,5,1,1,"Etažno grejanje na struju",2,1,1,0,0,0,0,1,13791,2.8
https://www.nekretnine.rs/stambeni-objekti/stanovi/politika-42m2-psut-ta-renoviran-uk-id74434/Nk_jNLZmTQX/,84000,Stan,Prodaja,Beograd,"Centar (uži)",42,NULL,"Izvorno stanje",NULL,4,-2,1,"TA peć",1,1,0,0,0,0,0,0,13792,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-centar-52m2/Nk9FLmV59-y/,84000,Stan,Prodaja,Beograd,"Centar (uži)",52,NULL,"Standardna gradnja",NULL,2,2,1,Ostalo,2,NULL,0,0,0,0,0,1,13793,0.19
https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-crveni-krst-20-id12530/NkLbk8Rvw2F/,84000,Stan,Prodaja,Beograd,"Crveni krst",48,NULL,"Standardna gradnja",NULL,6,0,1,"Centralno grejanje",2,1,0,1,0,0,0,0,13794,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/funkcionalan-poslovni-prostor-na-izuzetnoj-lokaciji-id111444/NkD-NBJzauA/,84000,Stan,Prodaja,Beograd,"Crveni krst",50,NULL,"Standardna gradnja",NULL,NULL,0,1,"Centralno grejanje",2,1,0,0,0,0,0,0,13795,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/vojislava-ilica-50m2/NkEnDagQO_h/,84000,Stan,Prodaja,Beograd,"Crveni krst",50,NULL,"Standardna gradnja",NULL,4,0,1,"Centralno grejanje",2,NULL,0,0,0,0,0,1,13796,3.2
https://www.nekretnine.rs/stambeni-objekti/stanovi/paviljoni-radoja-dakica-2748-id2748/NkxrhZg_229/,84000,Stan,Prodaja,Beograd,"Institut za majku i dete",50,NULL,"Standardna gradnja",NULL,6,6,0,"TA peć",3,1,0,0,1,0,0,0,13797,5.5
https://www.nekretnine.rs/stambeni-objekti/stanovi/uknjizena-novogradnja-na-ledinama-20-2-5-56m2-iii-84000-sa-pdv-om-id2012/NkfMzlXEjWl/,84000,Stan,Prodaja,Beograd,Ledine,55.59,2021,Novogradnja,NULL,NULL,3,0,"Etažno grejanje na gas",2,1,0,0,0,1,0,0,13798,10.6
https://www.nekretnine.rs/stambeni-objekti/stanovi/lion-10-38m2--t22m2-cg-uknjizen-84000-eur-id1930/NkxXzBgKIwZ/,84000,Stan,Prodaja,Beograd,Lion,38,2010,"Standardna gradnja",NULL,4,-1,1,"Centralno grejanje, Klima uređaj",1,1,0,0,0,0,0,2,13799,4
